nfe,vendedor_id,cliente_id,produto_id,valor_desconto,item_quantidade,valor_unitario,valor_total
SO84557,1.0,612,79,180.92819999999998,29,3394.0,3213.0718
SO98086,1.0,612,79,22.4949,1,167.0,144.5051
SO98295,1.0,453,79,610.5293999999999,76,7626.0,7015.470600000001
SO98351,1.0,296,79,245.62669999999997,35,4151.0,3905.3733
SO99125,1.0,241,79,253.11679999999998,28,3512.0,3258.8832
SO97056,1.0,241,79,683.9100000000001,72,8130.0,7446.09
SO97065,1.0,51,79,377.8885,52,6235.0,5857.1115
SO43849,1.0,51,79,92.4112,11,1784.0,1691.5888
SO43880,1.0,51,79,96.28359999999999,13,1918.0,1821.7164
SO43904,1.0,51,79,120.29919999999998,16,1568.0,1447.7008
SO44538,1.0,457,79,372.5446,45,5288.0,4915.4554
SO44763,1.0,457,79,117.847,9,1084.0,966.153
SO45337,1.0,299,79,160.4854,25,2383.0,2222.5146
SO46055,1.0,299,79,222.94349999999997,35,4035.0,3812.0565
SO46056,8.0,552,79,184.39979999999997,26,3216.0,3031.6002
SO46105,8.0,483,79,362.52840000000003,43,4868.0,4505.4716
SO46369,8.0,483,79,90.5944,9,1462.0,1371.4056
SO46640,8.0,627,79,246.84899999999996,34,2795.0,2548.151
SO46663,8.0,405,79,194.0388,27,2734.0,2539.9612
SO46974,8.0,58,79,702.0826999999998,64,8171.0,7468.9173
SO46981,8.0,640,79,811.8229,81,10091.0,9279.1771
SO46992,8.0,54,79,444.4977,66,7299.0,6854.5023
SO47025,8.0,604,79,126.20439999999999,16,2303.0,2176.7956
SO47033,8.0,636,79,618.4684,62,8126.0,7507.5316
SO47055,8.0,170,79,404.73600000000005,49,7710.0,7305.264
SO47683,8.0,404,79,268.7596,38,4679.0,4410.2404
SO47708,8.0,150,79,456.4065,53,7345.0,6888.5935
SO47967,8.0,305,79,326.656,28,3412.0,3085.344
SO48028,8.0,371,79,494.6856,48,6308.0,5813.3144
SO48087,8.0,571,79,362.12319999999994,39,4486.0,4123.8768
SO48339,8.0,92,79,467.2052,62,7468.0,7000.7948
SO48396,8.0,92,79,374.33000000000004,35,3910.0,3535.67
SO49094,8.0,416,79,294.5144,37,3802.0,3507.4856
SO49487,8.0,271,79,24.2214,4,553.0,528.7786
SO49521,8.0,271,79,431.0982,39,4056.0,3624.9018
SO49841,8.0,171,79,543.9111,54,7137.0,6593.0889
SO50202,8.0,268,79,31.3045,3,457.0,425.6955
SO50218,8.0,268,79,499.5912000000001,54,5163.0,4663.4088
SO50220,8.0,390,79,91.92420000000001,11,874.0,782.0758
SO50306,8.0,390,79,573.8655999999999,44,5878.0,5304.1344
SO50696,8.0,390,79,511.02479999999997,49,5056.0,4544.9752
SO50703,8.0,434,79,598.8419999999999,58,6928.0,6329.158
SO50716,8.0,591,79,642.2191999999999,56,5846.0,5203.7808
SO50727,8.0,591,79,680.6596,62,7651.0,6970.3404
SO50738,8.0,626,79,548.8176000000001,65,6777.0,6228.1824
SO50749,8.0,626,79,172.77999999999997,34,3325.0,3152.2200000000003
SO51095,8.0,626,79,87.662,10,760.0,672.338
SO51131,8.0,626,79,663.6359999999999,74,8485.0,7821.3640000000005
SO51137,8.0,616,79,311.445,34,4314.0,4002.555
SO51809,8.0,101,79,949.2179999999998,68,7245.0,6295.782
SO51826,8.0,101,79,379.68840000000006,42,3586.0,3206.3116
SO51835,8.0,520,79,432.6092,19,3842.0,3409.3908
SO51864,8.0,281,79,262.62080000000003,21,3068.0,2805.3792
SO53460,8.0,242,79,809.2506000000002,70,6966.0,6156.7494
SO53468,8.0,242,79,512.5092000000001,66,7756.0,7243.4908
SO79078,8.0,252,79,201.9762,22,2751.0,2549.0238
SO79090,8.0,7,79,317.031,31,3245.0,2927.969
SO86667,8.0,7,79,89.5856,24,2468.0,2378.4144
SO86957,8.0,618,79,601.2434999999999,72,7209.0,6607.7565
SO86959,8.0,15,79,658.6259000000001,75,9271.0,8612.374099999999
SO85786,8.0,15,79,182.06339999999994,43,4401.0,4218.9366
SO87424,8.0,603,79,150.317,13,1910.0,1759.683
SO87440,8.0,613,79,163.28520000000003,16,2326.0,2162.7147999999997
SO84284,8.0,198,79,194.711,22,2405.0,2210.2889999999998
SO84317,8.0,198,79,343.48160000000007,38,4826.0,4482.5184
SO84535,8.0,198,79,189.845,14,2150.0,1960.155
SO84544,8.0,198,79,140.715,16,2235.0,2094.285
SO98039,8.0,431,79,40.0433,7,317.0,276.9567
SO98336,8.0,107,79,592.2824,78,8156.0,7563.7176
SO98343,8.0,275,79,0.0,3,429.0,429.0
SO98395,8.0,453,79,420.87699999999995,48,5260.0,4839.123
SO97025,8.0,483,79,214.86989999999997,16,2303.0,2088.1301
SO97353,8.0,346,79,295.912,30,3485.0,3189.088
SO117670,8.0,119,79,386.6044,38,3982.0,3595.3956
SO43898,8.0,21,79,283.1819,34,4727.0,4443.8181
SO43902,8.0,21,79,200.91700000000003,24,2735.0,2534.083
SO44079,8.0,21,79,243.23800000000006,33,5951.0,5707.762
SO44108,8.0,21,79,32.373599999999996,2,329.0,296.6264
SO44487,8.0,679,79,59.90639999999999,10,1158.0,1098.0936
SO45047,8.0,679,79,267.6388,36,3929.0,3661.3612
SO45284,8.0,679,79,133.0,20,2650.0,2517.0
SO45329,8.0,509,79,211.51849999999996,36,2131.0,1919.4815
SO45780,8.0,674,79,150.47129999999999,20,2421.0,2270.5287
SO45786,8.0,607,79,315.0678,43,4401.0,4085.9322
SO45792,8.0,607,79,111.82940000000002,10,2122.0,2010.1706
SO46087,8.0,607,79,267.62430000000006,33,2973.0,2705.3757
SO46385,8.0,518,79,356.32349999999997,42,5341.0,4984.6765
SO46660,8.0,455,79,451.53299999999996,49,7042.0,6590.467
SO46666,8.0,455,79,671.495,67,9925.0,9253.505
SO46967,8.0,54,79,474.77299999999997,61,7297.0,6822.227
SO46985,8.0,54,79,160.4898,25,2184.0,2023.5102
SO46988,8.0,4,79,760.2678,65,8799.0,8038.7322
SO46994,8.0,342,79,333.7596,41,6252.0,5918.2404
SO46996,8.0,316,79,414.1269,46,5391.0,4976.8731
SO47031,8.0,55,79,347.37119999999993,53,5379.0,5031.6288
SO47053,8.0,257,79,163.2861,34,2523.0,2359.7139
SO47056,8.0,257,79,680.238,72,8130.0,7449.762
SO47976,8.0,47,79,185.5346,26,4259.0,4073.4654
SO48005,8.0,431,79,512.9159000000001,60,7933.0,7420.0841
SO48014,8.0,551,79,14.9966,1,167.0,152.0034
SO48340,8.0,573,79,155.52169999999998,25,2909.0,2753.4783
SO49091,8.0,561,79,290.52509999999995,30,3063.0,2772.4749
SO49106,8.0,23,79,81.28190000000001,8,1399.0,1317.7181
SO49490,8.0,390,79,630.5679,53,6323.0,5692.4321
SO49877,8.0,16,79,280.6657,32,3079.0,2798.3343
SO49894,8.0,16,79,213.83760000000007,32,2586.0,2372.1624
SO50191,8.0,359,79,493.9794,36,5689.0,5195.0206
SO50232,8.0,18,79,215.5244,20,2821.0,2605.4755999999998
SO50236,8.0,18,79,418.8324,44,5266.0,4847.1676
SO51108,8.0,18,79,739.2912000000001,72,6678.0,5938.7088
SO51169,8.0,480,79,640.5282,60,6897.0,6256.4718
SO51828,8.0,480,79,574.49,60,6874.0,6299.51
SO51832,8.0,480,79,550.248,67,7730.0,7179.752
SO51839,8.0,442,79,714.5672,59,7306.0,6591.4328000000005
SO51856,8.0,431,79,748.5287999999999,65,6107.0,5358.4712
SO53474,7.0,640,79,255.68010000000004,45,4143.0,3887.3199
SO53536,7.0,499,79,754.6140000000001,71,8790.0,8035.3859999999995
SO79115,7.0,246,79,176.64,21,2410.0,2233.36
SO86668,7.0,558,79,485.2844999999999,61,8823.0,8337.7155
SO86950,7.0,543,79,180.2408,26,3206.0,3025.7592
SO86964,7.0,351,79,540.8377,72,8797.0,8256.1623
SO85337,7.0,149,79,200.4576,25,2383.0,2182.5424
SO85798,7.0,41,79,376.749,41,4055.0,3678.251
SO85814,7.0,41,79,68.79599999999999,9,1170.0,1101.204
SO86041,7.0,41,79,70.1848,10,1012.0,941.8152
SO86062,7.0,463,79,294.67619999999994,31,4326.0,4031.3238
SO87394,7.0,216,79,387.9225,39,5597.0,5209.0775
SO87443,7.0,240,79,298.2686,26,3011.0,2712.7314
SO87458,7.0,362,79,444.8014999999999,43,5471.0,5026.1985
SO84283,7.0,285,79,369.89,33,4250.0,3880.11
SO84538,7.0,285,79,351.4116000000001,45,5288.0,4936.5884
SO84559,7.0,285,79,180.898,20,2995.0,2814.102
SO98364,7.0,285,79,100.4283,7,1197.0,1096.5717
SO99078,7.0,32,79,135.46439999999998,22,2751.0,2615.5356
SO99094,7.0,164,79,331.38559999999995,37,3802.0,3470.6144
SO97032,7.0,164,79,129.70999999999998,16,2030.0,1900.29
SO97049,7.0,395,79,384.2748,47,4424.0,4039.7252
SO44114,7.0,623,79,264.99600000000004,32,3147.0,2882.004
SO44493,7.0,623,79,68.7848,11,1061.0,992.2152
SO44518,7.0,189,79,262.8409,26,3421.0,3158.1591
SO44534,7.0,189,79,134.0508,19,1578.0,1443.9492
SO45522,7.0,617,79,279.83200000000005,22,3382.0,3102.168
SO45572,7.0,695,79,62.8704,9,1182.0,1119.1296
SO46054,7.0,448,79,61.4058,9,1931.0,1869.5942
SO46626,7.0,448,79,452.1234999999999,45,5435.0,4982.8765
SO46645,7.0,365,79,327.10720000000003,43,5413.0,5085.8928
SO46959,7.0,460,79,632.4484000000001,75,9271.0,8638.5516
SO46970,7.0,349,79,405.13,46,5138.0,4732.87
SO47403,7.0,396,79,516.3519999999999,65,7168.0,6651.648
SO47443,7.0,396,79,204.38260000000002,26,3011.0,2806.6174
SO47452,7.0,666,79,193.44,20,2450.0,2256.56
SO48018,7.0,433,79,216.3672,45,5778.0,5561.6328
SO48053,7.0,433,79,215.47260000000006,33,4436.0,4220.5274
SO48336,7.0,574,79,623.6616,78,8156.0,7532.3384
SO48370,7.0,486,79,262.9825,29,3415.0,3152.0175
SO48775,7.0,486,79,289.4391,38,5319.0,5029.5609
SO49150,7.0,264,79,36.8988,2,317.0,280.1012
SO49831,7.0,653,79,653.5344000000002,59,7109.0,6455.4655999999995
SO49836,7.0,653,79,342.58299999999997,46,6839.0,6496.417
SO49869,7.0,653,79,395.42,39,5515.0,5119.58
SO49870,7.0,307,79,706.3362000000002,80,7458.0,6751.6638
SO50226,7.0,307,79,890.5518,69,8028.0,7137.4482
SO50252,7.0,310,79,553.5240000000001,58,6820.0,6266.476
SO50295,7.0,71,79,267.5058,31,3776.0,3508.4942
SO50661,7.0,678,79,352.3926999999999,35,4727.0,4374.6073
SO50725,7.0,294,79,108.6948,11,1158.0,1049.3052
SO50744,7.0,609,79,71.2768,19,1658.0,1586.7232
SO51096,7.0,609,79,450.12239999999997,51,5352.0,4901.8776
SO51100,7.0,208,79,414.3138000000001,43,4234.0,3819.6862
SO51124,7.0,133,79,335.6989999999999,51,7145.0,6809.301
SO51127,7.0,305,79,299.42869999999994,38,4651.0,4351.5713
SO51151,7.0,331,79,545.2616,62,7166.0,6620.7384
SO51720,7.0,331,79,828.4744,56,8162.0,7333.5256
SO51734,7.0,302,79,636.4197,70,8313.0,7676.5803
SO51757,7.0,495,79,32.63,5,1004.0,971.37
SO51818,7.0,296,79,484.7964,41,5049.0,4564.2036
SO53484,7.0,296,79,415.79400000000004,37,4990.0,4574.206
SO53514,7.0,214,79,651.7019999999998,70,8344.0,7692.298000000001
SO79128,7.0,444,79,0.0,4,242.0,242.0
SO79494,7.0,89,79,187.7435,24,2315.0,2127.2565
SO86663,7.0,89,79,191.37159999999997,27,2734.0,2542.6284
SO86673,7.0,298,79,343.3332000000001,48,4939.0,4595.6668
SO86981,7.0,22,79,726.0112999999999,81,10091.0,9364.9887
SO86992,7.0,689,79,532.0374,66,7299.0,6766.9626
SO86997,7.0,386,79,47.9794,6,647.0,599.0206000000001
SO85815,7.0,514,79,163.3878,18,1998.0,1834.6122
SO86051,7.0,514,79,96.9264,11,1758.0,1661.0736
SO87416,7.0,514,79,602.7146999999998,65,7577.0,6974.2853000000005
SO87434,7.0,560,79,373.5407000000001,46,4489.0,4115.4592999999995
SO84129,7.0,560,79,344.7487999999999,40,4147.0,3802.2512
SO84318,7.0,123,79,54.525200000000005,8,856.0,801.4748
SO98053,7.0,257,79,222.80159999999998,33,4436.0,4213.1984
SO98341,7.0,257,79,456.4332,52,6373.0,5916.5668
SO98350,7.0,373,79,250.7904,28,3432.0,3181.2096
SO99061,7.0,373,79,291.0952,21,3482.0,3190.9048000000003
SO99106,7.0,511,79,97.93,8,1399.0,1301.07
SO99116,7.0,169,79,234.82499999999996,23,3131.0,2896.175
SO97024,7.0,692,79,323.6050999999999,43,4889.0,4565.3949
SO97031,7.0,158,79,437.5034999999999,53,5379.0,4941.4965
SO97351,7.0,337,79,265.006,26,2920.0,2654.994
SO43906,7.0,17,79,184.0701,16,2301.0,2116.9299
SO44117,7.0,583,79,121.26859999999999,22,2087.0,1965.7314000000001
SO44288,7.0,521,79,383.90970000000004,46,5919.0,5535.0903
SO44318,7.0,529,79,69.0116,8,856.0,786.9884
SO44533,7.0,529,79,196.76249999999996,28,3375.0,3178.2375
SO44535,7.0,300,79,130.505,14,2150.0,2019.495
SO44561,7.0,300,79,91.5486,12,1423.0,1331.4514
SO44779,7.0,331,79,117.6054,21,1003.0,885.3946
SO45065,7.0,331,79,166.26,19,2960.0,2793.74
SO45069,7.0,284,79,197.71509999999998,14,1853.0,1655.2849
SO45071,2.0,477,79,60.819199999999995,7,734.0,673.1808
SO45305,2.0,322,79,189.71449999999996,29,3031.0,2841.2855
SO45549,2.0,65,79,275.69999999999993,31,3076.0,2800.3
SO46051,2.0,46,79,88.14959999999999,11,1758.0,1669.8504
SO46367,2.0,46,79,270.4685,26,2885.0,2614.5315
SO46384,2.0,25,79,101.32710000000002,19,2073.0,1971.6729
SO46647,2.0,148,79,424.37700000000007,47,6507.0,6082.623
SO47408,2.0,8,79,23.6871,2,279.0,255.3129
SO47687,2.0,8,79,545.2171999999999,49,6769.0,6223.7828
SO47721,2.0,8,79,400.4109999999999,63,8248.0,7847.589
SO48386,2.0,418,79,381.0878,51,5983.0,5601.9122
SO48791,2.0,594,79,316.1933,41,4957.0,4640.8067
SO49043,2.0,594,79,14.9966,1,167.0,152.0034
SO49089,2.0,516,79,41.2124,3,394.0,352.7876
SO49496,2.0,19,79,434.0364,35,4114.0,3679.9636
SO49849,2.0,525,79,478.61310000000003,50,4641.0,4162.3868999999995
SO50228,2.0,525,79,233.10119999999998,32,3383.0,3149.8988
SO50304,2.0,525,79,624.5171999999998,53,6782.0,6157.4828
SO50321,2.0,605,79,430.5507,38,4389.0,3958.4493
SO51090,2.0,605,79,749.419,82,9415.0,8665.581
SO51130,2.0,610,79,567.3065999999999,54,5103.0,4535.6934
SO51140,2.0,610,79,696.8408,56,7634.0,6937.1592
SO51693,2.0,475,79,415.09920000000005,37,4637.0,4221.9008
SO51749,2.0,455,79,54.3,4,905.0,850.7
SO51763,2.0,391,79,850.0897000000002,64,7891.0,7040.9103
SO51773,2.0,154,79,646.671,62,6383.0,5736.329
SO51845,2.0,426,79,610.7076000000001,66,7293.0,6682.2924
SO53472,2.0,697,79,621.7035999999999,72,7456.0,6834.2964
SO53540,2.0,160,79,204.64879999999997,14,2084.0,1879.3512
SO79094,2.0,19,79,293.604,37,3802.0,3508.396
SO79166,2.0,461,79,198.65249999999995,29,3045.0,2846.3475
SO79167,2.0,636,79,385.62719999999996,34,3242.0,2856.3728
SO79487,2.0,636,79,40.922,4,553.0,512.078
SO86944,2.0,295,79,336.20680000000004,40,3472.0,3135.7932
SO86953,2.0,315,79,466.48980000000006,44,6171.0,5704.5102
SO85309,2.0,572,79,187.04950000000002,17,2245.0,2057.9505
SO85538,2.0,120,79,181.09980000000002,24,2594.0,2412.9002
SO85781,2.0,102,79,273.7452,28,4209.0,3935.2548
SO85808,2.0,102,79,88.046,5,662.0,573.954
SO86028,2.0,354,79,289.61780000000005,35,3847.0,3557.3822
SO86056,2.0,572,79,226.19219999999996,26,3216.0,2989.8078
SO87662,2.0,341,79,446.4539999999999,54,6695.0,6248.546
SO84518,2.0,6,79,216.0018,26,3421.0,3204.9982
SO84551,2.0,6,79,195.31079999999997,23,2268.0,2072.6892
SO98068,2.0,641,79,83.65889999999999,7,1129.0,1045.3411
SO98071,2.0,641,79,307.8263999999999,33,4821.0,4513.1736
SO98293,2.0,609,79,245.29359999999997,23,2663.0,2417.7064
SO98339,2.0,609,79,427.33239999999984,62,7468.0,7040.6676
SO98386,2.0,609,79,414.75280000000004,51,5983.0,5568.2472
SO99089,2.0,163,79,38.690799999999996,3,394.0,355.30920000000003
SO99115,2.0,163,79,197.88799999999998,21,2410.0,2212.112
SO97027,2.0,163,79,647.9697000000001,76,8193.0,7545.0303
SO97037,2.0,355,79,650.2356,62,6714.0,6063.7644
SO97041,2.0,331,79,587.4316000000001,59,7978.0,7390.5684
SO97042,2.0,477,79,481.40099999999995,73,7515.0,7033.599
SO97053,2.0,497,79,217.2384,34,2523.0,2305.7616
SO97374,2.0,19,79,346.10749999999996,28,3725.0,3378.8925
SO43659,2.0,19,79,144.98950000000002,14,1697.0,1552.0104999999999
SO43894,2.0,526,79,89.69800000000001,7,1204.0,1114.302
SO43901,2.0,484,79,170.6277,10,1821.0,1650.3723
SO44508,2.0,278,79,37.587,6,520.0,482.413
SO44557,2.0,324,79,253.21959999999996,29,3394.0,3140.7804
SO44562,2.0,171,79,164.592,20,2898.0,2733.408
SO44742,2.0,449,79,237.49439999999998,31,3506.0,3268.5056
SO44791,2.0,449,79,267.73519999999996,33,2648.0,2380.2648
SO44795,2.0,449,79,145.5397,32,2557.0,2411.4603
SO45059,2.0,577,79,218.60440000000003,21,2792.0,2573.3956
SO45285,2.0,577,79,110.64110000000001,13,1609.0,1498.3589
SO45321,2.0,454,79,110.4575,19,1321.0,1210.5425
SO46094,2.0,440,79,217.03500000000003,31,2395.0,2177.965
SO46325,2.0,171,79,214.0193,29,3371.0,3156.9807
SO46349,2.0,583,79,60.39240000000001,6,853.0,792.6076
SO46375,2.0,509,79,14.9966,1,167.0,152.0034
SO46615,2.0,229,79,111.061,11,1240.0,1128.939
SO47034,2.0,229,79,411.8225999999999,45,5876.0,5464.1774000000005
SO47065,2.0,229,79,513.3975,52,6235.0,5721.6025
SO47396,2.0,16,79,125.34540000000003,13,1758.0,1632.6546
SO47424,2.0,687,79,89.006,13,1910.0,1820.994
SO47445,2.0,693,79,41.6113,7,961.0,919.3887
SO47998,2.0,338,79,68.9768,11,908.0,839.0232
SO48364,2.0,683,79,91.69019999999998,7,1197.0,1105.3098
SO48379,2.0,244,79,133.4805,10,945.0,811.5195
SO48395,2.0,244,79,391.21999999999997,48,5260.0,4868.78
SO48755,2.0,114,79,253.3912,20,2653.0,2399.6088
SO48766,2.0,516,79,471.51560000000006,48,5596.0,5124.4844
SO48770,2.0,516,79,276.9426,23,3546.0,3269.0574
SO49465,2.0,516,79,432.28619999999995,39,4602.0,4169.7138
SO49825,2.0,516,79,278.36339999999996,27,3861.0,3582.6366
SO50222,2.0,516,79,699.79,80,8966.0,8266.21
SO50253,2.0,516,79,96.92640000000002,12,1882.0,1785.0736
SO50297,2.0,622,79,913.631,67,7144.0,6230.369
SO50722,2.0,35,79,508.95539999999994,53,6459.0,5950.0446
SO50733,2.0,217,79,58.3416,7,726.0,667.6584
SO51101,2.0,663,79,459.6342999999999,59,6551.0,6091.3657
SO51703,2.0,254,79,310.7940000000001,48,5344.0,5033.206
SO51728,2.0,254,79,282.25339999999994,24,2758.0,2475.7466
SO51745,12.0,514,79,540.3839999999999,48,3846.0,3305.616
SO51836,12.0,208,79,415.7191999999999,36,4054.0,3638.2808
SO53493,12.0,155,79,240.03539999999995,44,4296.0,4055.9646000000002
SO53511,12.0,459,79,84.315,9,872.0,787.685
SO53527,12.0,196,79,726.8310000000001,71,9558.0,8831.169
SO79147,12.0,196,79,401.9399999999999,37,4335.0,3933.06
SO79490,12.0,159,79,629.1233,53,6323.0,5693.8767
SO86671,12.0,159,79,420.255,52,7125.0,6704.745
SO86970,12.0,295,79,521.9192,46,5138.0,4616.0808
SO86972,12.0,295,79,337.0401,43,5457.0,5119.9599
SO86994,12.0,92,79,381.34380000000004,41,6252.0,5870.6562
SO85336,12.0,50,79,100.2105,12,1563.0,1462.7895
SO85572,12.0,64,79,86.7132,9,1182.0,1095.2868
SO87377,12.0,64,79,350.126,32,3634.0,3283.874
SO87386,12.0,64,79,114.125,10,1676.0,1561.875
SO87391,12.0,315,79,395.67719999999997,40,4682.0,4286.3228
SO87411,12.0,315,79,224.378,30,2960.0,2735.622
SO87452,12.0,11,79,190.84000000000003,20,2450.0,2259.16
SO84534,12.0,295,79,118.8408,19,1578.0,1459.1592
SO98035,12.0,295,79,410.0690000000001,43,6478.0,6067.931
SO98065,12.0,89,79,410.55680000000007,63,6197.0,5786.4432
SO98391,12.0,464,79,21.887999999999998,4,760.0,738.112
SO97001,12.0,464,79,283.454,43,5630.0,5346.546
SO97004,12.0,464,79,455.7228,63,7797.0,7341.2772
SO97008,12.0,443,79,509.75159999999994,64,7754.0,7244.2484
SO97362,12.0,443,79,86.3499,15,3013.0,2926.6501
SO43907,12.0,443,79,258.4116,28,3594.0,3335.5884
SO44074,12.0,443,79,35.489599999999996,3,541.0,505.5104
SO44306,12.0,45,79,224.288,24,2960.0,2735.712
SO44491,12.0,224,79,47.5259,4,719.0,671.4741
SO44515,12.0,224,79,35.5368,9,989.0,953.4632
SO44521,12.0,79,79,209.76,30,4116.0,3906.24
SO44522,12.0,396,79,279.078,24,3465.0,3185.922
SO44772,12.0,477,79,345.735,43,4719.0,4373.265
SO45309,12.0,477,79,139.62849999999997,17,2245.0,2105.3715
SO45538,12.0,673,79,164.49099999999999,24,2594.0,2429.509
SO46622,12.0,673,79,192.95540000000003,30,3463.0,3270.0446
SO46633,12.0,333,79,384.6843,47,5589.0,5204.3157
SO46662,12.0,333,79,579.3003999999999,63,8314.0,7734.6996
SO46673,12.0,384,79,358.5146,48,4939.0,4580.4854
SO46960,12.0,217,79,173.49779999999998,22,2713.0,2539.5022
SO46964,12.0,593,79,639.808,72,8797.0,8157.192
SO46969,12.0,123,79,339.4798,48,4223.0,3883.5202
SO46993,12.0,124,79,540.5787999999998,66,8216.0,7675.421200000001
SO47028,12.0,551,79,301.92799999999994,47,6262.0,5960.072
SO47377,12.0,501,79,413.5998,46,5208.0,4794.4002
SO47391,12.0,41,79,284.3128,40,4682.0,4397.6872
SO47455,12.0,41,79,519.7632,50,6548.0,6028.2368
SO47730,12.0,41,79,227.48399999999998,28,2754.0,2526.516
SO47992,12.0,545,79,473.6512000000001,51,7124.0,6650.3488
SO48013,12.0,488,79,83.98760000000001,8,878.0,794.0124
SO48039,12.0,488,79,0.0,7,317.0,317.0
SO48341,12.0,701,79,447.75829999999996,52,6373.0,5925.2417000000005
SO48391,12.0,340,79,19.759999999999998,4,760.0,740.24
SO48747,12.0,499,79,66.66239999999999,9,596.0,529.3376000000001
SO48750,12.0,499,79,458.60760000000005,52,6286.0,5827.3924
SO49053,12.0,655,79,528.5924,53,6551.0,6022.4076000000005
SO49057,12.0,655,79,35.5152,4,242.0,206.4848
SO49125,12.0,651,79,327.45079999999996,28,3512.0,3184.5492
SO49138,12.0,222,79,182.00359999999998,17,3358.0,3175.9964
SO49827,12.0,469,79,633.0936,70,6374.0,5740.9064
SO49862,12.0,469,79,118.548,9,918.0,799.452
SO50237,12.0,469,79,475.082,56,6365.0,5889.918
SO50284,12.0,223,79,496.8558,69,6051.0,5554.1442
SO50724,12.0,223,79,249.6065,24,3191.0,2941.3935
SO51092,12.0,320,79,581.2896,57,6648.0,6066.7104
SO51117,12.0,269,79,382.9787,28,4097.0,3714.0213
SO51769,12.0,269,79,472.83660000000003,39,4839.0,4366.1634
SO51837,12.0,686,79,607.5380000000002,64,6059.0,5451.4619999999995
SO51850,12.0,686,79,473.38880000000006,54,6428.0,5954.6112
SO53533,12.0,39,79,401.16840000000013,41,4791.0,4389.8315999999995
SO79106,12.0,39,79,114.1584,8,1399.0,1284.8416
SO79113,12.0,51,79,414.9155999999999,40,5526.0,5111.0844
SO79496,12.0,361,79,413.49839999999995,35,4114.0,3700.5016
SO86662,12.0,361,79,581.9296000000002,63,8314.0,7732.0704
SO86993,12.0,127,79,505.93800000000005,66,8216.0,7710.062
SO86066,12.0,340,79,54.576100000000004,10,1361.0,1306.4239
SO87404,12.0,126,79,18.9805,9,635.0,616.0195
SO84314,12.0,370,79,244.0305,29,3393.0,3148.9695
SO84487,12.0,342,79,87.1128,10,1158.0,1070.8872000000001
SO84504,12.0,283,79,291.81640000000004,35,3617.0,3325.1836
SO98031,12.0,283,79,257.79,32,3300.0,3042.21
SO98327,12.0,131,79,71.3241,11,1543.0,1471.6759
SO99108,12.0,174,79,36.3834,3,493.0,456.6166
SO97009,12.0,631,79,539.4960000000001,58,6870.0,6330.504
SO97033,12.0,629,79,631.1073999999999,62,8126.0,7494.8926
SO43847,12.0,629,79,21.993399999999998,3,769.0,747.0066
SO44099,12.0,4,79,48.4848,6,888.0,839.5152
SO44501,12.0,397,79,197.178,22,3390.0,3192.822
SO45282,12.0,69,79,22.715700000000002,4,609.0,586.2843
SO45293,12.0,349,79,14.382000000000001,2,306.0,291.618
SO45516,12.0,379,79,205.428,25,2721.0,2515.572
SO45527,12.0,164,79,202.7655,33,3705.0,3502.2345
SO46042,11.0,494,79,278.6723999999999,27,3507.0,3228.3276
SO46101,11.0,89,79,268.3456,27,3496.0,3227.6544
SO46358,11.0,489,79,352.2525,37,4875.0,4522.7475
SO46388,11.0,441,79,30.1804,7,616.0,585.8196
SO46976,11.0,424,79,195.44700000000003,17,2270.0,2074.553
SO47002,11.0,262,79,155.38639999999998,15,1442.0,1286.6136000000001
SO47365,11.0,265,79,531.1215,65,8479.0,7947.8785
SO47963,11.0,579,79,47.0129,4,541.0,493.9871
SO48021,11.0,668,79,347.9398,32,3788.0,3440.0602
SO48380,11.0,609,79,257.9877,39,5199.0,4941.0123
SO48389,11.0,678,79,305.3904,34,3872.0,3566.6096
SO48758,11.0,639,79,465.23800000000006,52,5387.0,4921.762
SO49052,11.0,639,79,336.5436000000001,43,5046.0,4709.4564
SO49069,11.0,663,79,299.5905,22,3685.0,3385.4094999999998
SO49132,11.0,341,79,359.71559999999994,26,3206.0,2846.2844
SO49158,11.0,656,79,401.0775,28,3675.0,3273.9225
SO49843,11.0,362,79,675.1552,57,5606.0,4930.8448
SO49848,11.0,588,79,168.4675,31,3965.0,3796.5325
SO50248,11.0,588,79,24.681,3,433.0,408.319
SO50282,11.0,588,79,306.29759999999993,26,3092.0,2785.7024
SO51821,11.0,588,79,339.68550000000005,23,2505.0,2165.3145
SO53464,11.0,588,79,413.34999999999997,40,5455.0,5041.65
SO87380,11.0,588,79,399.2884,36,4834.0,4434.7116
SO87436,11.0,398,79,147.177,14,1863.0,1715.823
SO98052,11.0,398,79,265.8639,27,3657.0,3391.1361
SO98397,11.0,40,79,335.34540000000004,28,3503.0,3167.6546
SO43683,11.0,637,79,87.83829999999999,13,1699.0,1611.1617
SO43884,11.0,538,79,246.68250000000006,26,2883.0,2636.3175
SO44124,11.0,512,79,243.61379999999997,23,3151.0,2907.3862
SO45302,11.0,512,79,178.496,17,2639.0,2460.504
SO45333,11.0,512,79,28.6344,5,738.0,709.3656
SO45577,11.0,512,79,228.8741,25,3443.0,3214.1259
SO46095,11.0,512,79,155.82,17,2076.0,1920.18
SO46357,11.0,512,79,71.62299999999999,7,1069.0,997.377
SO46643,11.0,235,79,535.1084000000001,49,6428.0,5892.8916
SO46948,11.0,52,79,686.7920999999999,68,7097.0,6410.2079
